Column1,Type,Phylum,Class,Order,Family,Genus,Species,Human,Zoonotic,Domestic,Wildlife,HostGroup,HostOrder,HostFamily,HostSpecies,HostName,Association,Method,Reference,PMID,Additional,Synonym,Disease,Taylor,Emerging,Emerging.Source,VectorBorne,GramStain,Motility,Spore,Oxygen,Cell,Infection,Abbreviation,Strain,Genome,Gsize,ProteinCount,PercentGC,HostSpeciesPHB,HostSpecies.new,N.genomes,Genome.size,Genome.GC,Genome.genes
7056,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Bokeloh bat lyssavirus,No,No,No,Yes,Chiroptera,Chiroptera,Vespertilionidae,Myotis nattereri,Natterer's bat,Pathogenic,Isolation,Freuling et al. 2011,21801640,ViPR,,,No,No,,No,NA,NA,NA,NA,NA,NA,BBLV,,(-) ssRNA,0.0119,5,45.1,Myotisnattereri,Myotis nattereri,5,0.0119002,45,5
7057,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Duvenhage lyssavirus,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Tignor et al. 1977,17326954,doi: 10.1099/0022-1317-37-3-595 ,Duvenhage virus,,Yes,No,,No,NA,NA,NA,NA,NA,NA,DUVV,,(-) ssRNA,0.011976,5,44.2,Homosapiens,Homo sapiens,1,0.011976,44.2,5
7060,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,European bat 1 lyssavirus,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,2868310,3208067,"European bat lyssavirus 1; European bat virus 1; European bat lyssavirus type 1, etc.",,Yes,No,,No,NA,NA,NA,NA,NA,NA,EBLV-1,,(-) ssRNA,0.011966,5,44.6,Homosapiens,Homo sapiens,9,0.011955111,44.82222222,5
7061,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,European bat 1 lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mustelidae,Martes foina,Beech marten,Pathogenic,PCR,Muller et al. 2004,15030600,,"European bat lyssavirus 1; European bat virus 1; European bat lyssavirus type 1, etc.",,Yes,No,,No,NA,NA,NA,NA,NA,NA,EBLV-1,,(-) ssRNA,0.011966,5,44.6,Martesfoina,Martes foina,9,0.011955111,44.82222222,5
7079,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,European bat 1 lyssavirus,Yes,Yes,Yes,No,Carnivora,Carnivora,Felidae,Felis catus,Domestic cat,Pathogenic,Isolation,,19193273,ViPR,"European bat lyssavirus 1; European bat virus 1; European bat lyssavirus type 1, etc.",,Yes,No,,No,NA,NA,NA,NA,NA,NA,EBLV-1,,(-) ssRNA,0.011966,5,44.6,Feliscatus,Felis catus,9,0.011955111,44.82222222,5
7081,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,European bat 2 lyssavirus,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,12938204,,European bat lyssavirus 2; European bat virus 2; European bat lyssavirus type 2,,Yes,No,,No,NA,NA,NA,NA,NA,NA,EBLV-2,,(-) ssRNA,0.01193,5,44.8,Homosapiens,Homo sapiens,1,0.01193,44.8,5
7083,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,European bat 2 lyssavirus,Yes,Yes,No,Yes,Chiroptera,Chiroptera,Vespertilionidae,Myotis daubentonii,Daubenton's myotis,Pathogenic,PCR,,15829196,24784117,European bat lyssavirus 2; European bat virus 2; European bat lyssavirus type 2,,Yes,No,,No,NA,NA,NA,NA,NA,NA,EBLV-2,,(-) ssRNA,0.01193,5,44.8,Myotisdaubentonii,Myotis daubentonii,1,0.01193,44.8,5
7084,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Ikoma lyssavirus,No,No,No,Yes,Carnivora,Carnivora,Viverridae,Civettictis civetta,African civet,Pathogenic,Isolation,Marston et al. 2012,22469151,22923801,Serengeti lyssavirus,,No,No,,No,NA,NA,NA,NA,NA,NA,IKOV,,(-) ssRNA,0.011902,5,40.7,Civettictiscivetta,Civettictis civetta,1,0.011902,40.7,5
7090,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Lagos bat lyssavirus,No,No,No,Yes,Carnivora,Carnivora,Herpestidae,Atilax paludinosus,Marsh mongoose,Pathogenic,Isolation,Markotter et al. 2006,17326944,ViPR,Lagos bat virus,,No,No,,No,NA,NA,NA,NA,NA,NA,LBV,,(-) ssRNA,0.012016,5,43.5,Atilaxpaludinosus,Atilax paludinosus,1,0.012016,43.5,5
7092,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Lagos bat lyssavirus,No,No,No,Yes,Chiroptera,Chiroptera,Pteropodidae,Rousettus aegyptiacus,Egyptian rousette,Pathogenic,Isolation,,18305130,ViPR,Lagos bat virus,,No,No,,No,NA,NA,NA,NA,NA,NA,LBV,,(-) ssRNA,0.012016,5,43.5,Rousettusaegyptiacus,Rousettus aegyptiacus,1,0.012016,43.5,5
7094,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Lagos bat lyssavirus,No,No,No,Yes,Chiroptera,Chiroptera,Pteropodidae,Epomophorus wahlbergi,Wahlberg's epaulatted fruit bat,Pathogenic,Isolation,Meredith and Standing 1981,18305130,,Lagos bat virus,,No,No,,No,NA,NA,NA,NA,NA,NA,LBV,,(-) ssRNA,0.012016,5,43.5,Epomophoruswahlbergi,Epomophorus wahlbergi,1,0.012016,43.5,5
7096,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Lagos bat lyssavirus,No,No,No,Yes,Chiroptera,Chiroptera,Pteropodidae,Epomops dobsonii,Dobson's epauletted fruit bat,Pathogenic,Isolation,King et al. 1994,7859494,,Lagos bat virus,,No,No,,No,NA,NA,NA,NA,NA,NA,LBV,,(-) ssRNA,0.012016,5,43.5,Epomopsdobsonii,Epomops dobsonii,1,0.012016,43.5,5
7100,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Lagos bat lyssavirus,No,No,Yes,No,Carnivora,Carnivora,Felidae,Felis catus,Domestic cat,Pathogenic,Isolation,King & Crick 1988,7101406,,Lagos bat virus,,No,No,,No,NA,NA,NA,NA,NA,NA,LBV,,(-) ssRNA,0.012016,5,43.5,Feliscatus,Felis catus,1,0.012016,43.5,5
7101,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Mokola lyssavirus,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,Familusi et al. 1972,4635777,,Mokola virus,,Yes,No,,No,NA,NA,NA,NA,NA,NA,MOKV,,(-) ssRNA,0.01194,5,44.4,Homosapiens,Homo sapiens,1,0.01194,44.4,5
7105,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Mokola lyssavirus,Yes,Yes,Yes,No,Carnivora,Carnivora,Felidae,Felis catus,Domestic cat,Pathogenic,Isolation,Merifith et al. 1996,1402044,,Mokola virus,,Yes,No,,No,NA,NA,NA,NA,NA,NA,MOKV,Eth-16,(-) ssRNA,0.01194,5,44.4,Feliscatus,Felis catus,1,0.01194,44.4,5
7106,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Captive,No,Mammalia,Proboscidea,Elephantidae,Elephas maximus,Asian elephant,Pathogenic,Isolation,,12643834,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Elephasmaximus,Elephas maximus,49,0.011922714,45.15306122,5
7107,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,Captive,Yes,Carnivora,Carnivora,Procyonidae,Nasua narica,White-nosed coati,Pathogenic,Isolation,,12910751,http://www.ncbi.nlm.nih.gov/nuccore/KJ001528.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Nasuanarica,Nasua narica,49,0.011922714,45.15306122,5
7109,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,No,Human,Primates,Hominidae,Homo sapiens,Human,Pathogenic,Isolation,,16702833,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Homosapiens,Homo sapiens,49,0.011922714,45.15306122,5
7110,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Canis latrans,Coyote,Pathogenic,Isolation,,20113587,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Canislatrans,Canis latrans,49,0.011922714,45.15306122,5
7111,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Canis mesomelas,Black-backed jackal,Pathogenic,Isolation,,19061924,10396757,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Canismesomelas,Canis mesomelas,49,0.011922714,45.15306122,5
7112,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Chrysocyon brachyurus,Maned wolf,Pathogenic,Isolation,,17323558,http://www.ncbi.nlm.nih.gov/nuccore/629513127,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Chrysocyonbrachyurus,Chrysocyon brachyurus,49,0.011922714,45.15306122,5
7113,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Lycaon pictus,African wild dog,Pathogenic,Antibodies,,18758985,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Lycaonpictus,Lycaon pictus,49,0.011922714,45.15306122,5
7114,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Nyctereutes procyonoides,Raccoon dog,Pathogenic,Isolation,,101094826,http://www.ncbi.nlm.nih.gov/nuccore/JQ005110.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Nyctereutesprocyonoides,Nyctereutes procyonoides,49,0.011922714,45.15306122,5
7115,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Urocyon cinereoargenteus,Gray fox,Pathogenic,Isolation,,25295750,1548799,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Urocyoncinereoargenteus,Urocyon cinereoargenteus,49,0.011922714,45.15306122,5
7116,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Vulpes lagopus,Arctic fox,Pathogenic,Isolation,,25295750,http://www.ncbi.nlm.nih.gov/nuccore/HM543741.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Vulpeslagopus,Vulpes lagopus,49,0.011922714,45.15306122,5
7117,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Vulpes vulpes,Red fox,Pathogenic,Isolation,,101094826,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Vulpesvulpes,Vulpes vulpes,49,0.011922714,45.15306122,5
7118,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Canis adustus,Side-striped jackal,Pathogenic,Antibodies,,18758985,10396757,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Canisadustus,Canis adustus,49,0.011922714,45.15306122,5
7119,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Canis simensis,Ethiopian wolf,Pathogenic,PCR,,1642078,9391984,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Canissimensis,Canis simensis,49,0.011922714,45.15306122,5
7120,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Cerdocyon thous,Crab-eating fox,Pathogenic,Isolation,,17326958,http://www.ncbi.nlm.nih.gov/nuccore/GU123662.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Cerdocyonthous,Cerdocyon thous,49,0.011922714,45.15306122,5
7122,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Otocyon megalotis,Bat-eared fox,Pathogenic,Isolation,,18758985,17537536,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Otocyonmegalotis,Otocyon megalotis,49,0.011922714,45.15306122,5
7126,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Canidae,Vulpes zerda,Fennec fox,Pathogenic,Antibodies,,101094826,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Vulpeszerda,Vulpes zerda,49,0.011922714,45.15306122,5
7127,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Acinonyx jubatus,Cheetah,Pathogenic,Antibodies,,18758985,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Acinonyxjubatus,Acinonyx jubatus,49,0.011922714,45.15306122,5
7129,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Leptailurus serval,Serval,Pathogenic,Antibodies,,18758985,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Leptailurusserval,Leptailurus serval,49,0.011922714,45.15306122,5
7130,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Lynx lynx,Eurasian lynx,Pathogenic,Isolation,,101094826,http://www.ncbi.nlm.nih.gov/nuccore/407317246,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Lynxlynx,Lynx lynx,49,0.011922714,45.15306122,5
7131,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Lynx rufus,Bobcat,Pathogenic,Isolation,,20484176,http://www.ncbi.nlm.nih.gov/nuccore/KC791956.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Lynxrufus,Lynx rufus,49,0.011922714,45.15306122,5
7132,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Panthera leo,Lion,Pathogenic,Antibodies,,18758985,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Pantheraleo,Panthera leo,49,0.011922714,45.15306122,5
7133,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Panthera pardus,Leopard,Pathogenic,Isolation,,18758985,http://www.ncbi.nlm.nih.gov/nuccore/167540644,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Pantherapardus,Panthera pardus,49,0.011922714,45.15306122,5
7134,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Felidae,Puma concolor,Cougar,Pathogenic,Isolation,,15896399,http://www.ncbi.nlm.nih.gov/nuccore/45184413,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Pumaconcolor,Puma concolor,49,0.011922714,45.15306122,5
7137,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Herpestidae,Suricata suricatta,Meerkat,Pathogenic,Isolation,,101094826,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Suricatasuricatta,Suricata suricatta,49,0.011922714,45.15306122,5
7139,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Herpestidae,Cynictis penicillata,Yellow mongoose,Pathogenic,Isolation,,17401615,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Cynictispenicillata,Cynictis penicillata,49,0.011922714,45.15306122,5
7143,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Herpestidae,Herpestes javanicus,Small Asian mongoose,Pathogenic,Antibodies,,4602354,,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Urvajavanica,Urva javanica,49,0.011922714,45.15306122,5
7144,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Herpestidae,Ichneumia albicauda,White-tailed mongoose,Pathogenic,na,,101094826,Infectious Diseases of Wild Mammals,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Ichneumiaalbicauda,Ichneumia albicauda,49,0.011922714,45.15306122,5
7145,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Hyaenidae,Crocuta crocuta,Spotted hyena,Pathogenic,Isolation,,18758985,http://www.ncbi.nlm.nih.gov/nuccore/KU958724.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Crocutacrocuta,Crocuta crocuta,49,0.011922714,45.15306122,5
7146,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Hyaenidae,Proteles cristata,Aardwolf,Pathogenic,Isolation,,18758985,http://www.ncbi.nlm.nih.gov/nuccore/DQ900578.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Protelescristata,Proteles cristata,49,0.011922714,45.15306122,5
7147,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mephitidae,Mephitis mephitis,Striped skunk,Pathogenic,Isolation,,25295750,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Mephitismephitis,Mephitis mephitis,49,0.011922714,45.15306122,5
7148,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mephitidae,Spilogale putorius,Eastern spotted skunk,Pathogenic,Isolation,,101094826,http://www.ncbi.nlm.nih.gov/nuccore/AY561817.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Spilogaleputorius,Spilogale putorius,49,0.011922714,45.15306122,5
7149,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mephitidae,Mephitis macroura,Hooded skunk,Pathogenic,Isolation,,25295750,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Mephitismacroura,Mephitis macroura,49,0.011922714,45.15306122,5
7150,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mustelidae,Martes foina,Beech marten,Pathogenic,Isolation,,12910751,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Martesfoina,Martes foina,49,0.011922714,45.15306122,5
7151,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mustelidae,Meles meles,European badger,Pathogenic,Isolation,,NA,DOI:æ10.1046/j.1365-2907.2002.00094.x,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Melesmeles,Meles meles,49,0.011922714,45.15306122,5
7152,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mustelidae,Mellivora capensis,Honey badger,Pathogenic,Isolation,,18758985,http://www.ncbi.nlm.nih.gov/nuccore/KR534222.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Mellivoracapensis,Mellivora capensis,49,0.011922714,45.15306122,5
7153,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Mustelidae,Melogale moschata,Chinese ferret-badger,Pathogenic,PCR,,26267459,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Melogalemoschata,Melogale moschata,49,0.011922714,45.15306122,5
7154,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Procyonidae,Bassariscus astutus,Ringtail,Pathogenic,Isolation,,12910751,http://www.ncbi.nlm.nih.gov/nuccore/393801883,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Bassariscusastutus,Bassariscus astutus,49,0.011922714,45.15306122,5
7155,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Procyonidae,Procyon lotor,Northern raccoon,Pathogenic,Isolation,,25295750,ViPR,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Procyonlotor,Procyon lotor,49,0.011922714,45.15306122,5
7156,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Procyonidae,Potos flavus,Kinkajou,Pathogenic,Isolation,,24718532,http://www.ncbi.nlm.nih.gov/nuccore/KC792208.1,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Potosflavus,Potos flavus,49,0.011922714,45.15306122,5
7158,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Ursidae,Ursus americanus,American black bear,Pathogenic,Antibodies,,25075540,8853885,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Ursusamericanus,Ursus americanus,49,0.011922714,45.15306122,5
7159,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Ursidae,Ursus arctos,Grizzly bear,Pathogenic,Isolation,,11808673,http://www.ncbi.nlm.nih.gov/nuccore/924878578,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Ursusarctos,Ursus arctos,49,0.011922714,45.15306122,5
7160,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Ursidae,Ursus maritimus,Polar bear,Pathogenic,Isolation,,2067058,22100340,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Ursusmaritimus,Ursus maritimus,49,0.011922714,45.15306122,5
7162,Virus,NA,NA,Mononegavirales,Rhabdoviridae,Lyssavirus,Rabies lyssavirus,Yes,Yes,No,Yes,Carnivora,Carnivora,Viverridae,Civettictis civetta,African civet,Pathogenic,Isolation,,18758985,http://www.ncbi.nlm.nih.gov/nuccore/219391739,Rabies virus,Rabies,Yes,Yes,Taylor; Jones,No,NA,NA,NA,NA,NA,NA,RABV,,(-) ssRNA,0.011932,5,45.1,Civettictiscivetta,Civettictis civetta,49,0.011922714,45.15306122,5
